ID,finca,zona,día,persona,edad,sexo,tamanio.cuadrilla,pante,proceso,arbol.ID,punto,arbol.persona,posicion,altura (ft),Fecha de modificación,Fecha de creación,Fecha de creación-mod,GPS
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,14,451,14,N15° 10.149' W92° 20.547',3427,25/10/2021 14:07,20/10/2021 08:01,20/10/2021 08.01,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,15,46,15,N15° 10.148' W92° 20.546',3424,25/10/2021 14:07,20/10/2021 08:03,20/10/2021 08.03,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,16,47,16,N15° 10.146' W92° 20.545',3414,25/10/2021 14:07,20/10/2021 08:04,20/10/2021 08.04,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,17,48,17,N15° 10.147' W92° 20.548',3428,25/10/2021 14:07,20/10/2021 08:11,20/10/2021 08.11,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,18,49,18,N15° 10.147' W92° 20.551',3432,25/10/2021 14:07,20/10/2021 08:13,20/10/2021 08.13,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,19,50,19,N15° 10.148' W92° 20.549',3433,25/10/2021 14:07,20/10/2021 08:15,20/10/2021 08.15,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,20,51,20,N15° 10.148' W92° 20.550',3416,25/10/2021 14:07,20/10/2021 08:19,20/10/2021 08.19,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,21,52,21,N15° 10.147' W92° 20.553',3416,25/10/2021 14:07,20/10/2021 08:19,20/10/2021 08.19,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,22,53,22,N15° 10.145' W92° 20.554',3416,25/10/2021 14:07,20/10/2021 08:21,20/10/2021 08.21,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,23,54,23,N15° 10.147' W92° 20.554',3417,25/10/2021 14:07,20/10/2021 08:22,20/10/2021 08.22,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,24,55,24,N15° 10.144' W92° 20.555',3414,25/10/2021 14:07,20/10/2021 08:25,20/10/2021 08.25,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,pausa,NA,NA,NA,N15° 10.144' W92° 20.555',3414,25/10/2021 14:07,20/10/2021 08:27,20/10/2021 08.27,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,reinicio,25,56,25,N15° 10.142' W92° 20.548',3407,25/10/2021 14:07,20/10/2021 09:08,20/10/2021 09.08,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,26,57,26,N15° 10.145' W92° 20.555',3405,25/10/2021 14:07,20/10/2021 09:09,20/10/2021 09.09,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,27,58,27,N15° 10.147' W92° 20.556',3406,25/10/2021 14:07,20/10/2021 09:09,20/10/2021 09.09,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,28,59,28,N15° 10.148' W92° 20.555',3413,25/10/2021 14:07,20/10/2021 09:12,20/10/2021 09.12,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,29,60,29,N15° 10.149' W92° 20.554',3411,25/10/2021 14:07,20/10/2021 09:13,20/10/2021 09.13,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,30,61,30,N15° 10.153' W92° 20.555',3409,25/10/2021 14:07,20/10/2021 09:14,20/10/2021 09.14,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,31,62,31,N15° 10.154' W92° 20.554',3412,25/10/2021 14:07,20/10/2021 09:14,20/10/2021 09.14,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,32,63,32,N15° 10.153' W92° 20.553',3414,25/10/2021 14:07,20/10/2021 09:16,20/10/2021 09.16,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,33,64,33,N15° 10.153' W92° 20.553',3413,25/10/2021 14:07,20/10/2021 09:18,20/10/2021 09.18,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,34,65,34,N15° 10.154' W92° 20.553',3417,25/10/2021 14:07,20/10/2021 09:19,20/10/2021 09.19,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,35,66,35,N15° 10.156' W92° 20.553',3418,25/10/2021 14:07,20/10/2021 09:21,20/10/2021 09.21,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,36,67,36,N15° 10.155' W92° 20.551',3419,25/10/2021 14:07,20/10/2021 09:23,20/10/2021 09.23,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,37,68,37,N15° 10.155' W92° 20.551',3429,25/10/2021 14:07,20/10/2021 09:29,20/10/2021 09.29,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,38,69,38,N15° 10.157' W92° 20.549',3428,25/10/2021 14:07,20/10/2021 09:30,20/10/2021 09.30,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,39,70,39,N15° 10.157' W92° 20.548',3424,25/10/2021 14:07,20/10/2021 09:31,20/10/2021 09.31,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,40,71,40,N15° 10.156' W92° 20.551',3417,25/10/2021 14:07,20/10/2021 09:32,20/10/2021 09.32,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,41,72,41,N15° 10.160' W92° 20.554',3412,25/10/2021 14:07,20/10/2021 09:36,20/10/2021 09.36,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,42,73,42,N15° 10.159' W92° 20.555',3415,25/10/2021 14:07,20/10/2021 09:37,20/10/2021 09.37,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,43,74,43,N15° 10.160' W92° 20.555',3418,25/10/2021 14:07,20/10/2021 09:37,20/10/2021 09.37,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,44,75,44,N15° 10.157' W92° 20.555',3420,25/10/2021 14:07,20/10/2021 09:38,20/10/2021 09.38,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,45,76,45,N15° 10.157' W92° 20.554',3425,25/10/2021 14:07,20/10/2021 09:39,20/10/2021 09.39,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,46,77,46,N15° 10.157' W92° 20.558',3427,25/10/2021 14:07,20/10/2021 09:40,20/10/2021 09.40,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,47,78,47,N15° 10.155' W92° 20.556',3426,25/10/2021 14:07,20/10/2021 09:41,20/10/2021 09.41,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,48,79,48,N15° 10.155' W92° 20.558',3434,25/10/2021 14:07,20/10/2021 09:41,20/10/2021 09.41,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,49,80,49,N15° 10.154' W92° 20.558',3429,25/10/2021 14:07,20/10/2021 09:45,20/10/2021 09.45,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,50,81,50,N15° 10.153' W92° 20.558',3431,25/10/2021 14:07,20/10/2021 09:45,20/10/2021 09.45,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,51,82,51,N15° 10.153' W92° 20.557',3433,25/10/2021 14:07,20/10/2021 09:46,20/10/2021 09.46,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,52,83,52,N15° 10.154' W92° 20.560',3431,25/10/2021 14:07,20/10/2021 09:47,20/10/2021 09.47,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,53,84,53,N15° 10.154' W92° 20.560',3432,25/10/2021 14:07,20/10/2021 09:47,20/10/2021 09.47,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,54,85,54,N15° 10.157' W92° 20.566',3436,25/10/2021 14:07,20/10/2021 09:49,20/10/2021 09.49,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,55,86,55,N15° 10.157' W92° 20.569',3437,25/10/2021 14:07,20/10/2021 09:51,20/10/2021 09.51,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,56,87,56,N15° 10.158' W92° 20.569',3439,25/10/2021 14:07,20/10/2021 09:51,20/10/2021 09.51,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,57,88,57,N15° 10.159' W92° 20.565',3442,25/10/2021 14:07,20/10/2021 09:53,20/10/2021 09.53,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,58,89,58,N15° 10.159' W92° 20.568',3443,25/10/2021 14:07,20/10/2021 09:55,20/10/2021 09.55,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,59,90,59,N15° 10.158' W92° 20.567',3442,25/10/2021 14:07,20/10/2021 09:57,20/10/2021 09.57,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,60,91,60,N15° 10.162' W92° 20.564',3443,25/10/2021 14:07,20/10/2021 09:58,20/10/2021 09.58,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,61,92,61,N15° 10.161' W92° 20.562',3442,25/10/2021 14:07,20/10/2021 10:00,20/10/2021 10,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,pausa,,NA,NA,NA,NA,25/10/2021 14:07,20/10/2021 10:07,20/10/2021 10.07,
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,reinicio,62,93,62,N15° 10.166' W92° 20.575',3472,25/10/2021 14:07,20/10/2021 10:18,20/10/2021 10.18,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,63,94,63,N15° 10.170' W92° 20.573',3466,25/10/2021 14:07,20/10/2021 10:20,20/10/2021 10.20,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,64,95,64,N15° 10.170' W92° 20.575',3479,25/10/2021 14:07,20/10/2021 10:22,20/10/2021 10.22,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,65,96,65,N15° 10.170' W92° 20.573',3473,25/10/2021 14:07,20/10/2021 10:23,20/10/2021 10.23,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,66,97,66,N15° 10.172' W92° 20.572',3478,25/10/2021 14:07,20/10/2021 10:25,20/10/2021 10.25,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,67,98,67,N15° 10.172' W92° 20.574',3481,25/10/2021 14:07,20/10/2021 10:25,20/10/2021 10.25,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,68,99,68,N15° 10.175' W92° 20.575',3484,25/10/2021 14:07,20/10/2021 10:27,20/10/2021 10.27,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,69,100,69,N15° 10.175' W92° 20.575',3483,25/10/2021 14:07,20/10/2021 10:28,20/10/2021 10.28,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,70,101,70,N15° 10.176' W92° 20.577',3483,25/10/2021 14:07,20/10/2021 10:30,20/10/2021 10.30,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,71,102,71,N15° 10.175' W92° 20.577',3483,25/10/2021 14:07,20/10/2021 10:31,20/10/2021 10.31,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,72,103,72,N15° 10.175' W92° 20.576',3488,25/10/2021 14:07,20/10/2021 10:31,20/10/2021 10.31,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,73,104,73,N15° 10.174' W92° 20.578',3493,25/10/2021 14:07,20/10/2021 10:32,20/10/2021 10.32,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,74,105,74,N15° 10.171' W92° 20.580',3491,25/10/2021 14:07,20/10/2021 10:33,20/10/2021 10.33,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,75,106,75,N15° 10.174' W92° 20.582',3494,25/10/2021 14:07,20/10/2021 10:35,20/10/2021 10.35,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,76,107,76,N15° 10.174' W92° 20.581',3498,25/10/2021 14:07,20/10/2021 10:37,20/10/2021 10.37,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,77,108,77,N15° 10.175' W92° 20.580',3498,25/10/2021 14:07,20/10/2021 10:39,20/10/2021 10.39,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,78,109,78,N15° 10.176' W92° 20.580',3501,25/10/2021 14:07,20/10/2021 10:40,20/10/2021 10.40,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,79,110,79,N15° 10.178' W92° 20.579',3502,25/10/2021 14:07,20/10/2021 10:40,20/10/2021 10.40,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,80,111,80,N15° 10.176' W92° 20.585',3504,25/10/2021 14:07,20/10/2021 10:42,20/10/2021 10.42,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,81,112,81,N15° 10.176' W92° 20.589',3509,25/10/2021 14:07,20/10/2021 10:45,20/10/2021 10.45,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,82,113,82,N15° 10.176' W92° 20.591',3506,25/10/2021 14:07,20/10/2021 10:46,20/10/2021 10.46,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,83,114,83,N15° 10.177' W92° 20.593',3511,25/10/2021 14:07,20/10/2021 10:47,20/10/2021 10.47,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,84,115,84,N15° 10.176' W92° 20.595',3522,25/10/2021 14:07,20/10/2021 10:50,20/10/2021 10.50,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,85,116,85,N15° 10.176' W92° 20.595',3522,25/10/2021 14:07,20/10/2021 10:50,20/10/2021 10.50,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,86,117,86,N15° 10.180' W92° 20.592',3530,25/10/2021 14:07,20/10/2021 10:55,20/10/2021 10.55,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,87,118,87,N15° 10.182' W92° 20.588',3527,25/10/2021 14:07,20/10/2021 10:55,20/10/2021 10.55,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,88,119,88,N15° 10.179' W92° 20.586',3531,25/10/2021 14:07,20/10/2021 10:56,20/10/2021 10.56,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,89,120,89,N15° 10.181' W92° 20.588',3536,25/10/2021 14:07,20/10/2021 10:57,20/10/2021 10.57,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,90,121,90,N15° 10.184' W92° 20.588',3533,25/10/2021 14:07,20/10/2021 10:59,20/10/2021 10.59,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,91,122,91,N15° 10.184' W92° 20.588',3545,25/10/2021 14:07,20/10/2021 11:02,20/10/2021 11.02,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,92,123,92,N15° 10.184' W92° 20.592',3544,25/10/2021 14:07,20/10/2021 11:03,20/10/2021 11.03,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,93,124,93,N15° 10.186' W92° 20.592',3539,25/10/2021 14:07,20/10/2021 11:05,20/10/2021 11.05,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,94,125,94,N15° 10.187' W92° 20.592',3537,25/10/2021 14:07,20/10/2021 11:05,20/10/2021 11.05,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,95,126,95,N15° 10.191' W92° 20.593',3534,25/10/2021 14:07,20/10/2021 11:06,20/10/2021 11.06,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,96,127,96,N15° 10.185' W92° 20.599',3538,25/10/2021 14:07,20/10/2021 11:08,20/10/2021 11.08,amarillo
Ger1,Irlanda,centro,20OCT,Homero,38,M,6,1,durante,97,128,97,N15° 10.186' W92° 20.599',3534,25/10/2021 14:07,20/10/2021 11:10,20/10/2021 11.10,amarillo
Ger1,Irlanda,centro,20OCT,Homero,,M,6,1,pausa,NA,NA,NA,NA,NA,NA,20/10/2021 11:15,20/10/2021 11.15,
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,reinicio,98,129,1,N15° 10.195' W92° 20.603',3509,25/10/2021 14:07,20/10/2021 11:49,20/10/2021 11.49,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,99,130,2,N15° 10.194' W92° 20.605',3501,25/10/2021 14:07,20/10/2021 11:54,20/10/2021 11.54,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,100,131,3,N15° 10.193' W92° 20.610',3537,25/10/2021 14:07,20/10/2021 11:57,20/10/2021 11.57,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,101,132,4,N15° 10.193' W92° 20.609',3517,25/10/2021 14:07,20/10/2021 12:01,20/10/2021 12.01,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,102,133,5,N15° 10.196' W92° 20.607',3515,25/10/2021 14:07,20/10/2021 12:02,20/10/2021 12.02,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,103,134,6,N15° 10.195' W92° 20.607',3512,25/10/2021 14:07,20/10/2021 12:04,20/10/2021 12.04,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,104,135,7,N15° 10.193' W92° 20.608',3503,25/10/2021 14:07,20/10/2021 12:07,20/10/2021 12.07,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,105,136,8,N15° 10.194' W92° 20.611',3487,25/10/2021 14:07,20/10/2021 12:09,20/10/2021 12.09,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,106,137,9,N15° 10.198' W92° 20.609',3478,25/10/2021 14:07,20/10/2021 12:11,20/10/2021 12.11,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,107,138,10,N15° 10.201' W92° 20.610',3476,25/10/2021 14:07,20/10/2021 12:14,20/10/2021 12.14,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,108,139,11,N15° 10.198' W92° 20.612',3475,25/10/2021 14:07,20/10/2021 12:16,20/10/2021 12.16,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,109,140,12,N15° 10.197' W92° 20.610',3462,25/10/2021 14:07,20/10/2021 12:18,20/10/2021 12.18,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,110,141,13,N15° 10.196' W92° 20.613',3464,25/10/2021 14:07,20/10/2021 12:20,20/10/2021 12.20,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,111,142,14,N15° 10.190' W92° 20.613',3465,25/10/2021 14:07,20/10/2021 12:22,20/10/2021 12.22,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,112,143,15,N15° 10.187' W92° 20.611',3476,25/10/2021 14:07,20/10/2021 12:24,20/10/2021 12.24,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,113,144,16,N15° 10.186' W92° 20.609',3475,25/10/2021 14:07,20/10/2021 12:24,20/10/2021 12.24,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,114,145,17,N15° 10.186' W92° 20.611',3475,25/10/2021 14:07,20/10/2021 12:28,20/10/2021 12.28,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,115,146,18,N15° 10.188' W92° 20.610',3475,25/10/2021 14:07,20/10/2021 12:30,20/10/2021 12.30,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,116,147,19,N15° 10.185' W92° 20.612',3472,25/10/2021 14:07,20/10/2021 12:33,20/10/2021 12.33,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,117,148,20,N15° 10.186' W92° 20.613',3465,25/10/2021 14:07,20/10/2021 12:34,20/10/2021 12.34,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,118,149,21,N15° 10.192' W92° 20.615',3458,25/10/2021 14:07,20/10/2021 12:36,20/10/2021 12.36,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,119,150,22,N15° 10.194' W92° 20.615',3456,25/10/2021 14:07,20/10/2021 12:37,20/10/2021 12.37,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,120,151,23,N15° 10.199' W92° 20.615',3448,25/10/2021 14:07,20/10/2021 12:38,20/10/2021 12.38,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,121,152,24,N15° 10.202' W92° 20.613',3455,25/10/2021 14:07,20/10/2021 12:39,20/10/2021 12.39,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,122,153,25,N15° 10.206' W92° 20.614',3444,25/10/2021 14:07,20/10/2021 12:42,20/10/2021 12.42,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,durante,123,154,26,N15° 10.206' W92° 20.618',3435,25/10/2021 14:07,20/10/2021 12:45,20/10/2021 12.45,amarillo
Ger1,Irlanda,centro,20OCT,Lisa,16,F,6,1,final,NA,NA,NA,N15° 10.209' W92° 20.616',3433,25/10/2021 14:07,20/10/2021 12:48,20/10/2021 12.48,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,inicio,1,160,1,N15° 10.089' W92° 20.641',3338,25/10/2021 14:07,21/10/2021 08:10,21/10/2021 08.10,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,2,161,2,N15° 10.089' W92° 20.639',3337,25/10/2021 14:07,21/10/2021 08:12,21/10/2021 08.12,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,3,162,3,N15° 10.086' W92° 20.641',3336,25/10/2021 14:07,21/10/2021 08:12,21/10/2021 08.12,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,4,163,4,N15° 10.087' W92° 20.638',3335,25/10/2021 14:07,21/10/2021 08:12,21/10/2021 08.12,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,5,164,5,N15° 10.087' W92° 20.637',3335,25/10/2021 14:07,21/10/2021 08:13,21/10/2021 08.13,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,6,165,6,N15° 10.086' W92° 20.637',3339,25/10/2021 14:07,21/10/2021 08:15,21/10/2021 08.15,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,7,166,7,N15° 10.086' W92° 20.631',3337,25/10/2021 14:07,21/10/2021 08:16,21/10/2021 08.16,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,8,167,8,N15° 10.087' W92° 20.629',3335,25/10/2021 14:07,21/10/2021 08:16,21/10/2021 08.16,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,9,168,9,N15° 10.087' W92° 20.629',3332,25/10/2021 14:07,21/10/2021 08:18,21/10/2021 08.18,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,10,169,10,N15° 10.088' W92° 20.627',3340,25/10/2021 14:07,21/10/2021 08:23,21/10/2021 08.23,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,11,170,11,N15° 10.085' W92° 20.627',3343,25/10/2021 14:07,21/10/2021 08:23,21/10/2021 08.23,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,12,171,12,N15° 10.087' W92° 20.628',3339,25/10/2021 14:07,21/10/2021 08:25,21/10/2021 08.25,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,13,172,13,N15° 10.085' W92° 20.630',3339,25/10/2021 14:07,21/10/2021 08:27,21/10/2021 08.27,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,14,173,14,N15° 10.081' W92° 20.631',3329,25/10/2021 14:07,21/10/2021 08:31,21/10/2021 08.31,amarillo
Ger2,Irlanda,centro,21OCT,Patty,40,F,2,1,durante,15,174,15,N15° 10.082' W92° 20.632',3330,25/10/2021 14:07,21/10/2021 08:31,21/10/2021 08.31,amarillo
